lb,ub,real cnt,guessed cnt
0,1,29849,24283
2,1051,55,595
1052,2173,118,344
2174,2825,208,886
2826,3467,342,989
3468,4541,249,665
4542,5225,259,810
5226,7227,82,256
7228,7715,544,825
7716,9472,81,293
9473,10547,47,369
10548,14062,47,189
14063,15039,419,796
15040,19531,8,55
19532,20312,37,290
20313,27734,16,43
27735,28124,34,234
28125,74999,7,15
75000,98437,0,22
98438,99999,159,401
