lb,ub,real cnt,guessed cnt
0,6,29849,24387
7,1832,144,651
1833,3027,328,1207
3028,4066,386,1235
4067,5201,373,1074
5202,7227,82,274
7228,7812,544,840
7813,10547,128,647
10548,14062,47,189
14063,15039,419,796
15040,20117,45,332
20118,27343,16,45
27344,28124,34,245
28125,98437,7,37
98438,99999,159,401
