lb,ub,real cnt,guessed cnt
0,6,29849,24387
7,2808,381,1653
2809,5018,752,2194
5019,7715,724,1419
7716,13281,148,691
13282,15039,446,956
15040,20312,45,345
20313,28124,50,277
28125,98437,7,37
98438,99999,159,401
