lb,ub,real cnt,guessed cnt
0,3,29849,24335
4,2148,173,636
2149,3173,433,1058
3174,4371,272,1006
4372,5273,353,1288
5274,7227,82,341
7228,7715,544,869
7716,9668,85,321
9669,10937,61,402
10938,14062,29,175
14063,15039,419,814
15040,19531,8,40
19532,20312,37,374
20313,27343,16,115
27344,31249,34,143
31250,87499,7,12
87500,99218,0,41
99219,99999,159,384
